contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	contamination	kmer_freq	lifestyle
V-CB2_NODE_3028_length_8676_cov_3.740202	8676	Yes	4577	17	3	2	Low-quality	Genome-fragment	8.28	47.25	1	virulent
V-CB2_NODE_3174_length_8338_cov_22.403220	8338	Yes	6811	10	2	1	Low-quality	Genome-fragment	15.54	18.31	1	temperate
V-CB2_NODE_3193_length_8303_cov_2.815098	8303	Yes	7232	11	4	2	Low-quality	Genome-fragment	11.27	12.9	1	temperate
V-CB2_NODE_3202_length_8295_cov_3.776466	8295	Yes	2214	13	4	3	Low-quality	Genome-fragment	1.85	73.31	1	filtered
V-CB2_NODE_3469_length_7810_cov_13.270141	7810	Yes	2455	13	3	3	Low-quality	Genome-fragment	4.17	68.57	1	filtered
V-CB2_NODE_3535_length_7708_cov_5.608308	7708	Yes	4876	9	2	1	Low-quality	Genome-fragment	5.84	36.74	1	-
V-CB2_NODE_3562_length_7668_cov_6.044526	7668	Yes	4779	11	3	2	Low-quality	Genome-fragment	11.12	37.68	1	temperate
V-CB2_NODE_3774_length_7338_cov_2.873709	7338	Yes	6358	10	2	2	Low-quality	Genome-fragment	13.9	13.36	1	temperate
V-CB2_NODE_3882_length_7205_cov_4.487795	7205	Yes	5114	6	1	1	Low-quality	Genome-fragment	5.9	29.02	1	-
V-CB2_NODE_3887_length_7200_cov_6.884038	7200	Yes	2893	10	3	2	Low-quality	Genome-fragment	8.57	59.82	1	filtered
V-CB2_NODE_4017_length_7029_cov_3.430955	7029	Yes	2857	8	1	4	Low-quality	Genome-fragment	5.38	59.35	1	filtered
V-CB2_NODE_4276_length_6711_cov_4.903979	6711	Yes	2917	10	1	2	Low-quality	Genome-fragment	5.88	56.53	1	filtered
V-CB2_NODE_4534_length_6436_cov_3.442680	6436	Yes	1895	9	1	3	Low-quality	Genome-fragment	4.84	70.56	1	filtered
V-CB2_NODE_4590_length_6381_cov_3.406726	6381	Yes	3366	10	1	2	Low-quality	Genome-fragment	3.73	47.25	1	virulent
V-CB2_NODE_4772_length_6206_cov_2.288138	6206	Yes	5079	9	1	1	Low-quality	Genome-fragment	8.73	18.16	1	-
V-CB2_NODE_4812_length_6166_cov_4.900969	6166	Yes	1717	8	2	2	Low-quality	Genome-fragment	3	72.15	1	filtered
V-CB2_NODE_4959_length_6022_cov_41.533389	6022	Yes	3407	13	7	3	Low-quality	Genome-fragment	5.45	43.42	1	temperate
V-CB2_NODE_5005_length_5977_cov_4.724068	5977	Yes	5169	8	2	1	Low-quality	Genome-fragment	8.01	13.52	1	temperate
V-CB2_NODE_5256_length_5769_cov_43.420942	5769	Yes	1916	8	1	3	Low-quality	Genome-fragment	2.28	66.79	1	filtered
V-CB2_NODE_5267_length_5764_cov_7.303675	5764	Yes	2927	8	1	1	Low-quality	Genome-fragment	3.53	49.22	1	filtered
V-CB2_NODE_5411_length_5646_cov_4.783624	5646	Yes	2589	9	1	2	Low-quality	Genome-fragment	3.55	54.14	1	filtered
V-CB2_NODE_5434_length_5632_cov_3.581638	5632	Yes	4366	6	1	1	Low-quality	Genome-fragment	8.2	22.48	1	temperate
V-CB2_NODE_5647_length_5492_cov_2.853924	5492	Yes	1745	10	1	2	Low-quality	Genome-fragment	2.45	68.23	1	filtered
V-CB2_NODE_5648_length_5490_cov_4.762239	5490	Yes	3426	14	2	3	Low-quality	Genome-fragment	6.1	37.6	1	-
V-CB2_NODE_5822_length_5380_cov_2.608335	5380	Yes	2561	6	1	1	Not-determined	Genome-fragment	NA	52.4	1	filtered
V-CB2_NODE_5887_length_5334_cov_15.473084	5334	Yes	3504	10	1	1	Low-quality	Genome-fragment	3.24	34.31	1	-
V-CB2_NODE_6122_length_5190_cov_5.451985	5190	Yes	4030	8	1	1	Low-quality	Genome-fragment	7.66	22.35	1	-
V-CB2_NODE_6149_length_5175_cov_4.218713	5175	Yes	3026	9	3	2	Low-quality	Genome-fragment	7.31	41.53	1	-
V-CB2_NODE_6326_length_5077_cov_3.058400	5077	Yes	4553	5	1	1	Low-quality	Genome-fragment	6.84	10.32	1	-
V-CB2_NODE_6334_length_5075_cov_5.392357	5075	Yes	1638	10	1	2	Low-quality	Genome-fragment	2.46	67.72	1	filtered
V-CB2_NODE_6425_length_5024_cov_6.412573	5024	Yes	2013	4	1	1	Low-quality	Genome-fragment	0.84	59.93	1	filtered
V-CB2_NODE_6730_length_4869_cov_12.640651	4869	Yes	2729	6	1	1	Low-quality	Genome-fragment	1.73	43.95	1	filtered
V-CB2_NODE_6765_length_4853_cov_2.741415	4853	Yes	3821	9	1	1	Low-quality	Genome-fragment	2.03	21.27	1	temperate
V-CB2_NODE_6854_length_4805_cov_3.163283	4805	Yes	2942	7	1	1	Low-quality	Genome-fragment	2.63	38.77	1	filtered
V-CB2_NODE_7071_length_4702_cov_4.068541	4702	Yes	3338	10	3	1	Low-quality	Genome-fragment	4.28	29.01	1	virulent
V-CB2_NODE_7159_length_4666_cov_8.251253	4666	Yes	2540	8	2	2	Low-quality	Genome-fragment	5.54	45.56	1	filtered
V-CB2_NODE_7347_length_4600_cov_3.191245	4600	Yes	3055	7	1	1	Low-quality	Genome-fragment	4.89	33.59	1	virulent
V-CB2_NODE_7413_length_4572_cov_23.117686	4572	Yes	4300	10	1	1	Low-quality	Genome-fragment	3.23	5.95	1	temperate
V-CB2_NODE_7617_length_4491_cov_4.736520	4491	Yes	3351	4	1	1	Low-quality	Genome-fragment	1.4	25.38	1	-
V-CB2_NODE_7636_length_4483_cov_827.775760	4483	Yes	4290	10	2	1	Low-quality	Genome-fragment	4.68	4.31	1	virulent
V-CB2_NODE_7815_length_4413_cov_5.587869	4413	Yes	2310	7	1	2	Low-quality	Genome-fragment	4.4	47.65	1	filtered
V-CB2_NODE_7904_length_4386_cov_93.622650	4386	Yes	3337	5	1	1	Low-quality	Genome-fragment	8.77	23.92	1	temperate
V-CB2_NODE_8094_length_4324_cov_3.481987	4324	Yes	1686	7	1	2	Low-quality	Genome-fragment	2.3	61.01	1	filtered
V-CB2_NODE_8172_length_4298_cov_3.884151	4298	Yes	2207	3	1	1	Low-quality	Genome-fragment	0.92	48.65	1	filtered
V-CB2_NODE_8403_length_4226_cov_2.189925	4226	Yes	2380	4	1	1	Low-quality	Genome-fragment	1.71	43.68	1	filtered
V-CB2_NODE_8791_length_4101_cov_3.895626	4101	Yes	2711	7	1	1	Low-quality	Genome-fragment	1.89	33.89	1	filtered
V-CB2_NODE_8795_length_4100_cov_7.473527	4100	Yes	1579	10	1	2	Low-quality	Genome-fragment	2.37	61.49	1	filtered
V-CB2_NODE_8951_length_4054_cov_3.430475	4054	Yes	3513	8	2	2	Low-quality	Genome-fragment	4.37	13.34	1	-
V-CB2_NODE_9022_length_4031_cov_3.396560	4031	Yes	3747	9	1	1	Low-quality	Genome-fragment	5.56	7.05	1	-
V-CB2_NODE_9084_length_4014_cov_3.704851	4014	Yes	3081	4	3	1	Low-quality	Genome-fragment	8.66	23.24	1	temperate
V-CB2_NODE_9143_length_3996_cov_2.142128	3996	Yes	1610	5	1	1	Low-quality	Genome-fragment	3.62	59.71	1	filtered
V-CB2_NODE_9470_length_3898_cov_6.974091	3898	Yes	2671	5	2	1	Low-quality	Genome-fragment	4.37	31.48	1	filtered
V-CB2_NODE_9494_length_3892_cov_2.777457	3892	Yes	3391	6	1	1	Low-quality	Genome-fragment	8.1	12.87	1	virulent
V-CB2_NODE_9525_length_3885_cov_5.623950	3885	Yes	1918	7	1	1	Low-quality	Genome-fragment	4.4	50.63	1	filtered
V-CB2_NODE_9550_length_3877_cov_6.538947	3877	Yes	3148	4	1	1	Low-quality	Genome-fragment	5.93	18.8	1	temperate
V-CB2_NODE_9656_length_3849_cov_7.268823	3849	Yes	2045	5	2	2	Low-quality	Genome-fragment	4.37	46.87	1	filtered
V-CB2_NODE_10010_length_3758_cov_6.549579	3758	Yes	2491	8	1	1	Low-quality	Genome-fragment	4.74	33.71	1	filtered
V-CB2_NODE_10453_length_3665_cov_3.054627	3665	Yes	1503	7	1	1	Low-quality	Genome-fragment	1.81	58.99	1	filtered
V-CB2_NODE_10686_length_3613_cov_20.408937	3613	Yes	1865	5	1	1	Low-quality	Genome-fragment	1.7	48.38	1	filtered
V-CB2_NODE_10761_length_3597_cov_19.020739	3597	Yes	2521	7	1	1	Low-quality	Genome-fragment	3.87	29.91	1	filtered
V-CB2_NODE_11171_length_3516_cov_5.872928	3516	Yes	1684	4	1	1	Low-quality	Genome-fragment	1.3	52.1	1	filtered
V-CB2_NODE_11672_length_3424_cov_3.125187	3424	Yes	2263	7	1	1	Low-quality	Genome-fragment	3.36	33.91	1	filtered
V-CB2_NODE_12145_length_3344_cov_3.652586	3344	Yes	1965	4	1	1	Low-quality	Genome-fragment	2.89	41.24	1	filtered
V-CB2_NODE_12259_length_3325_cov_9.865148	3325	Yes	1828	7	1	1	Low-quality	Genome-fragment	2.78	45.02	1	filtered
V-CB2_NODE_12536_length_3277_cov_3.944375	3277	Yes	2249	5	2	1	Low-quality	Genome-fragment	5.37	31.37	1	filtered
V-CB2_NODE_12830_length_3224_cov_3.868128	3224	Yes	2649	6	1	1	Low-quality	Genome-fragment	1.48	17.83	1	filtered
V-CB2_NODE_13322_length_3147_cov_2.639739	3147	Yes	1889	5	1	1	Low-quality	Genome-fragment	2.04	39.97	1	filtered
V-CB2_NODE_13407_length_3135_cov_11.700458	3135	Yes	2211	7	2	1	Low-quality	Genome-fragment	2.96	29.47	1	filtered
V-CB2_NODE_13470_length_3127_cov_2.955738	3127	Yes	1856	4	1	2	Low-quality	Genome-fragment	2.42	40.65	1	filtered
V-CB2_NODE_13951_length_3058_cov_5.528682	3058	Yes	1607	4	2	1	Low-quality	Genome-fragment	3.55	47.45	1	filtered
V-CB2_NODE_14287_length_3016_cov_2.868663	3016	Yes	2496	5	1	1	Low-quality	Genome-fragment	2.28	17.24	1	filtered
V-CB2_NODE_15223_length_2904_cov_3.980191	2904	Yes	1778	6	1	1	Low-quality	Genome-fragment	0.99	38.77	1	filtered
V-CB2_NODE_15571_length_2866_cov_3.393689	2866	Yes	2248	7	1	1	Low-quality	Genome-fragment	3.11	21.56	1	filtered
V-CB2_NODE_16263_length_2790_cov_2.359381	2790	Yes	2065	4	2	1	Low-quality	Genome-fragment	5.31	25.99	1	filtered
V-CB2_NODE_16656_length_2746_cov_14.199700	2746	Yes	1550	4	1	1	Low-quality	Genome-fragment	1.27	43.55	1	filtered
V-CB2_NODE_16730_length_2738_cov_5.641488	2738	Yes	2169	4	1	1	Low-quality	Genome-fragment	3.45	20.78	1	filtered
V-CB2_NODE_17451_length_2665_cov_5.299073	2665	Yes	1512	4	1	1	Low-quality	Genome-fragment	0.9	43.26	1	filtered
V-CB2_NODE_17763_length_2639_cov_2.057767	2639	Yes	1586	4	1	1	Low-quality	Genome-fragment	1.54	39.9	1	filtered
V-CB2_NODE_18056_length_2610_cov_4.073036	2610	Yes	1619	4	1	1	Low-quality	Genome-fragment	1.03	37.97	1	filtered
V-CB2_NODE_18978_length_2530_cov_44.010192	2530	Yes	2317	3	2	1	Low-quality	Genome-fragment	5.31	8.42	1	filtered
V-CB2_NODE_19099_length_2520_cov_7.812526	2520	Yes	2090	3	1	1	Low-quality	Genome-fragment	3.1	17.06	1	filtered
V-CB2_NODE_22666_length_2269_cov_127.594434	2269	Yes	1562	3	1	1	Low-quality	Genome-fragment	3.91	31.16	1	filtered
V-CB2_NODE_22684_length_2268_cov_71.875399	2268	Yes	1955	4	1	1	Low-quality	Genome-fragment	1.75	13.8	1	filtered
V-CB2_NODE_24691_length_2153_cov_2.687861	2153	Yes	1603	4	1	1	Low-quality	Genome-fragment	3.44	25.55	1	filtered
V-CB2_NODE_30512_length_1890_cov_71.157750	1890	Yes	1563	4	2	1	Low-quality	Genome-fragment	2.66	17.3	1	filtered
V-CB3_NODE_35_length_72077_cov_7.859528	72077	Yes	52623	107	5	11	Medium-quality	Genome-fragment	80.24	26.99	1	virulent
V-CB3_NODE_65_length_64383_cov_41.356343	64383	Yes	52252	90	14	7	Medium-quality	Genome-fragment	62.72	18.84	1	temperate
V-CB3_NODE_194_length_46061_cov_9.186521	46061	Yes	38365	89	11	6	Low-quality	Genome-fragment	39.11	16.71	1	temperate
V-CB3_NODE_258_length_42924_cov_17.557565	42924	Yes	27198	54	7	8	Low-quality	Genome-fragment	36.82	36.64	1	temperate
V-CB3_NODE_279_length_42154_cov_26.413456	42154	Yes	32135	66	4	5	Medium-quality	Genome-fragment	58.32	23.77	1	temperate
V-CB3_NODE_281_length_42110_cov_7.339376	42110	Yes	34711	64	3	3	Low-quality	Genome-fragment	36.99	17.57	1	temperate
V-CB3_NODE_316_length_40241_cov_14.122572	40241	Yes	27694	61	6	4	Medium-quality	Genome-fragment	56.8	31.18	1	temperate
V-CB3_NODE_333_length_39448_cov_13.982728	39448	Yes	25331	62	10	9	Low-quality	Genome-fragment	31.26	35.79	1	virulent
V-CB3_NODE_343_length_39092_cov_24.523568	39092	Yes	29004	62	16	7	Medium-quality	Genome-fragment	80.75	25.81	1	NA
V-CB3_NODE_404_length_36004_cov_24.021989	36004	Yes	22624	55	4	5	Low-quality	Genome-fragment	29.38	37.16	1	temperate
V-CB3_NODE_449_length_32361_cov_31.990212	32361	Yes	28811	67	7	4	Low-quality	Genome-fragment	32.73	10.97	1	virulent
V-CB3_NODE_484_length_30862_cov_11.761930	30862	Yes	6526	42	4	7	Low-quality	Genome-fragment	6.58	78.85	1	-
V-CB3_NODE_596_length_25992_cov_72.667760	25992	Yes	17746	33	4	8	Low-quality	Genome-fragment	25.16	31.73	1	-
V-CB3_NODE_742_length_21758_cov_6.732070	21758	Yes	10917	34	8	5	Low-quality	Genome-fragment	27.8	49.83	1	temperate
V-CB3_NODE_857_length_18970_cov_9.508019	18970	Yes	7191	23	4	5	Low-quality	Genome-fragment	11.47	62.09	1	temperate
V-CB3_NODE_970_length_16904_cov_83.589529	16904	Yes	13160	25	2	2	Low-quality	Genome-fragment	6.32	22.15	1	-
V-CB3_NODE_1070_length_15655_cov_22.986584	15655	Yes	12134	26	3	2	Low-quality	Genome-fragment	32.03	22.49	1	temperate
V-CB3_NODE_1101_length_15300_cov_8.500755	15300	Yes	7163	17	3	5	Low-quality	Genome-fragment	11.89	53.18	1	-
V-CB3_NODE_1377_length_12730_cov_6.006244	12730	Yes	7576	14	2	2	Low-quality	Genome-fragment	14.68	40.49	1	-
V-CB3_NODE_1478_length_11934_cov_7.718141	11934	Yes	4006	20	2	6	Low-quality	Genome-fragment	6.06	66.43	1	-
V-CB3_NODE_1705_length_10548_cov_16.167033	10548	Yes	4634	18	3	5	Low-quality	Genome-fragment	7.36	56.07	1	temperate
V-CB3_NODE_2136_length_8707_cov_322.155504	8707	Yes	3702	13	2	4	Low-quality	Genome-fragment	9.27	57.48	1	virulent
V-CB3_NODE_2227_length_8407_cov_41.252461	8407	Yes	4002	12	2	3	Low-quality	Genome-fragment	4.52	52.4	1	-
V-CB3_NODE_2402_length_7883_cov_4.737125	7883	Yes	5725	13	2	2	Low-quality	Genome-fragment	10.83	27.38	1	temperate
V-CB3_NODE_2665_length_7255_cov_20.132349	7255	Yes	3079	10	1	3	Low-quality	Genome-fragment	4.04	57.56	1	-
V-CB3_NODE_2677_length_7226_cov_114.485103	7226	Yes	2343	9	2	4	Low-quality	Genome-fragment	3.12	67.58	1	filtered
V-CB3_NODE_2957_length_6674_cov_6.631954	6674	Yes	6300	9	2	2	Low-quality	Genome-fragment	9.37	5.6	1	virulent
V-CB3_NODE_3197_length_6291_cov_6.485034	6291	Yes	1635	10	1	3	Low-quality	Genome-fragment	3.94	74.01	1	filtered
V-CB3_NODE_3247_length_6210_cov_3.274906	6210	Yes	4326	9	2	2	Low-quality	Genome-fragment	7.85	30.34	1	virulent
V-CB3_NODE_3362_length_6067_cov_5.778631	6067	Yes	3801	9	1	1	Low-quality	Genome-fragment	7.39	37.35	1	-
V-CB3_NODE_3624_length_5731_cov_14.137248	5731	Yes	3370	9	1	1	Low-quality	Genome-fragment	2.75	41.2	1	temperate
V-CB3_NODE_3654_length_5695_cov_5.325917	5695	Yes	3634	8	1	1	Low-quality	Genome-fragment	6.99	36.19	1	-
V-CB3_NODE_3881_length_5454_cov_3.662451	5454	Yes	2357	7	1	1	Low-quality	Genome-fragment	4.65	56.78	1	filtered
V-CB3_NODE_3988_length_5336_cov_8.321924	5336	Yes	1938	4	1	1	Low-quality	Genome-fragment	0.81	63.68	1	filtered
V-CB3_NODE_4045_length_5282_cov_4.677618	5282	Yes	2844	6	1	2	Low-quality	Genome-fragment	4.25	46.16	1	filtered
V-CB3_NODE_4183_length_5156_cov_13.401654	5156	Yes	2395	10	1	2	Low-quality	Genome-fragment	1.62	53.55	1	filtered
V-CB3_NODE_4254_length_5089_cov_5.783121	5089	Yes	2636	5	1	2	Low-quality	Genome-fragment	3.94	48.2	1	filtered
V-CB3_NODE_4656_length_4795_cov_9.258796	4795	Yes	3671	6	2	1	Low-quality	Genome-fragment	4.4	23.44	1	-
V-CB3_NODE_4890_length_4632_cov_4.984193	4632	Yes	3560	9	1	1	Low-quality	Genome-fragment	1.75	23.14	1	temperate
V-CB3_NODE_5085_length_4517_cov_4.600901	4517	Yes	3287	10	1	1	Low-quality	Genome-fragment	1.91	27.23	1	virulent
V-CB3_NODE_5140_length_4481_cov_13.871253	4481	Yes	3559	8	2	2	Low-quality	Genome-fragment	5.65	20.58	1	-
V-CB3_NODE_5284_length_4396_cov_68.461912	4396	Yes	2491	4	2	1	Low-quality	Genome-fragment	3.98	43.33	1	filtered
V-CB3_NODE_5553_length_4252_cov_6.134850	4252	Yes	2196	7	1	1	Low-quality	Genome-fragment	1.19	48.35	1	filtered
V-CB3_NODE_5564_length_4247_cov_7.476259	4247	Yes	2141	6	1	1	Low-quality	Genome-fragment	4.87	49.59	1	filtered
V-CB3_NODE_5728_length_4169_cov_3.790811	4169	Yes	1753	8	3	2	Low-quality	Genome-fragment	2.98	57.95	1	filtered
V-CB3_NODE_5893_length_4099_cov_25.449528	4099	Yes	2318	8	2	2	Low-quality	Genome-fragment	3.1	43.45	1	filtered
V-CB3_NODE_6035_length_4039_cov_6.483342	4039	Yes	3684	7	2	1	Low-quality	Genome-fragment	4.86	8.79	1	-
V-CB3_NODE_6393_length_3881_cov_4.701630	3881	Yes	2688	5	1	1	Low-quality	Genome-fragment	5.15	30.74	1	filtered
V-CB3_NODE_6610_length_3798_cov_3.498522	3798	Yes	1580	6	1	4	Low-quality	Genome-fragment	2.18	58.4	1	filtered
V-CB3_NODE_7083_length_3633_cov_11.425478	3633	Yes	1801	7	1	1	Low-quality	Genome-fragment	1.95	50.43	1	filtered
V-CB3_NODE_7217_length_3590_cov_6.292343	3590	Yes	2152	8	1	1	Low-quality	Genome-fragment	1.82	40.06	1	filtered
V-CB3_NODE_7255_length_3575_cov_5.717839	3575	Yes	2770	3	1	1	Low-quality	Genome-fragment	5.45	22.52	1	filtered
V-CB3_NODE_7274_length_3570_cov_5.845691	3570	Yes	2563	5	1	1	Low-quality	Genome-fragment	6.53	28.21	1	filtered
V-CB3_NODE_7392_length_3536_cov_4.356461	3536	Yes	2449	5	1	1	Low-quality	Genome-fragment	2.19	30.74	1	filtered
V-CB3_NODE_7530_length_3493_cov_4.685012	3493	Yes	3060	7	2	1	Low-quality	Genome-fragment	8.15	12.4	1	temperate
V-CB3_NODE_7587_length_3479_cov_3.184597	3479	Yes	2773	7	2	1	Low-quality	Genome-fragment	5.3	20.29	1	filtered
V-CB3_NODE_7839_length_3408_cov_10.287001	3408	Yes	2463	8	2	2	Low-quality	Genome-fragment	1.96	27.73	1	filtered
V-CB3_NODE_7875_length_3399_cov_2.453943	3399	Yes	2116	8	1	1	Low-quality	Genome-fragment	2.34	37.75	1	filtered
V-CB3_NODE_7958_length_3372_cov_6.003035	3372	Yes	2400	8	1	2	Low-quality	Genome-fragment	2.15	28.83	1	filtered
V-CB3_NODE_8105_length_3334_cov_2.965920	3334	Yes	2295	5	1	1	Low-quality	Genome-fragment	3.44	31.16	1	filtered
V-CB3_NODE_8154_length_3324_cov_2.583000	3324	Yes	2765	4	1	1	Low-quality	Genome-fragment	0.76	16.82	1	filtered
V-CB3_NODE_8392_length_3264_cov_4.234076	3264	Yes	1500	9	1	1	Low-quality	Genome-fragment	1.27	54.04	1	filtered
V-CB3_NODE_8761_length_3174_cov_3.496610	3174	Yes	2537	10	1	1	Low-quality	Genome-fragment	2.26	20.07	1	filtered
V-CB3_NODE_9180_length_3080_cov_2.571429	3080	Yes	2066	4	2	1	Low-quality	Genome-fragment	5.78	32.92	1	filtered
V-CB3_NODE_10009_length_2922_cov_2.749033	2922	Yes	1615	6	1	1	Low-quality	Genome-fragment	0.79	44.73	1	filtered
V-CB3_NODE_10500_length_2842_cov_3.629656	2842	Yes	1564	6	1	1	Low-quality	Genome-fragment	3.68	44.97	1	filtered
V-CB3_NODE_10842_length_2788_cov_3.539653	2788	Yes	1676	5	1	1	Low-quality	Genome-fragment	2.66	39.89	1	filtered
V-CB3_NODE_13579_length_2417_cov_93.802564	2417	Yes	1825	4	1	1	Low-quality	Genome-fragment	4.09	24.49	1	filtered
V-CB3_NODE_14371_length_2332_cov_132.764967	2332	Yes	2248	3	2	1	Low-quality	Genome-fragment	5.21	3.6	1	filtered
V-CB4_NODE_141_length_82817_cov_113.523846	82817	Yes	78751	115	22	6	Medium-quality	Genome-fragment	77.81	4.91	1	virulent
V-CB4_NODE_142_length_82120_cov_8.840291	82120	Yes	25107	138	8	19	Low-quality	Genome-fragment	24.74	69.43	1	temperate
V-CB4_NODE_168_length_74564_cov_57.198478	74564	Yes	42500	89	31	18	Complete	High-quality	100	43	1	virulent
V-CB4_NODE_336_length_57982_cov_7.603195	57982	Yes	34928	39	7	8	Low-quality	Genome-fragment	8.36	39.76	1	virulent
V-CB4_NODE_376_length_54820_cov_12.383501	54820	Yes	42334	81	3	9	Low-quality	Genome-fragment	49.03	22.78	1	temperate
V-CB4_NODE_403_length_53253_cov_6.781236	53253	Yes	41942	91	8	6	Medium-quality	Genome-fragment	65.92	21.24	1	-
V-CB4_NODE_419_length_52586_cov_5.625321	52586	Yes	30664	76	5	7	Medium-quality	Genome-fragment	57.33	41.69	1	temperate
V-CB4_NODE_501_length_48684_cov_27.210093	48684	Yes	31418	59	4	8	Low-quality	Genome-fragment	36.01	35.47	1	NA
V-CB4_NODE_582_length_46158_cov_5.904277	46158	Yes	28083	82	14	11	Low-quality	Genome-fragment	48.03	39.16	1	NA
V-CB4_NODE_605_length_45819_cov_124.441083	45819	Yes	37555	68	2	7	Low-quality	Genome-fragment	39.22	18.04	1	virulent
V-CB4_NODE_838_length_41103_cov_11.528104	41103	Yes	22435	66	14	6	Low-quality	Genome-fragment	47.4	45.42	1	NA
V-CB4_NODE_888_length_40377_cov_5.716675	40377	Yes	27666	62	15	8	Low-quality	Genome-fragment	37.2	31.48	1	NA
V-CB4_NODE_941_length_39225_cov_12.856059	39225	Yes	27303	50	4	5	Medium-quality	Genome-fragment	51.78	30.39	1	virulent
V-CB4_NODE_992_length_38068_cov_9.838251	38068	Yes	25071	64	7	7	Medium-quality	Genome-fragment	55.54	34.14	1	NA
V-CB4_NODE_1031_length_37022_cov_10.971525	37022	Yes	15879	64	7	8	Low-quality	Genome-fragment	15.46	57.11	1	temperate
V-CB4_NODE_1123_length_34484_cov_7.179644	34484	Yes	25326	43	3	6	Medium-quality	Genome-fragment	58.68	26.56	1	virulent
V-CB4_NODE_1177_length_33220_cov_37.742027	33220	Yes	24925	36	3	5	Low-quality	Genome-fragment	28.52	24.97	1	temperate
V-CB4_NODE_1234_length_31714_cov_10.937984	31714	Yes	23505	47	7	5	Medium-quality	Genome-fragment	54.03	25.88	1	NA
V-CB4_NODE_1571_length_24494_cov_5.024778	24494	Yes	10332	49	9	9	Low-quality	Genome-fragment	14.76	57.82	1	virulent
V-CB4_NODE_1704_length_22726_cov_4.522540	22726	Yes	10173	39	2	9	Low-quality	Genome-fragment	13.08	55.24	1	temperate
V-CB4_NODE_1814_length_21172_cov_10.177341	21172	Yes	11597	26	4	7	Low-quality	Genome-fragment	14.16	45.22	1	virulent
V-CB4_NODE_1854_length_20850_cov_16.189814	20850	Yes	9842	30	7	5	Low-quality	Genome-fragment	17.69	52.8	1	NA
V-CB4_NODE_2023_length_19239_cov_12.694500	19239	Yes	11457	28	10	3	Low-quality	Genome-fragment	26.91	40.45	1	temperate
V-CB4_NODE_2054_length_19011_cov_3.761910	19011	Yes	8039	27	4	5	Low-quality	Genome-fragment	10.76	57.71	1	-
V-CB4_NODE_2129_length_18280_cov_10.263858	18280	Yes	9326	22	2	3	Low-quality	Genome-fragment	13.02	48.98	1	virulent
V-CB4_NODE_2215_length_17675_cov_5.011933	17675	Yes	12579	22	3	2	Low-quality	Genome-fragment	23.25	28.83	1	-
V-CB4_NODE_2423_length_16205_cov_33.807602	16205	Yes	12470	18	3	2	Low-quality	Genome-fragment	13.88	23.05	1	-
V-CB4_NODE_2823_length_13994_cov_5.029820	13994	Yes	9446	23	2	2	Low-quality	Genome-fragment	21.89	32.5	1	-
V-CB4_NODE_2900_length_13713_cov_3.647697	13713	Yes	10650	21	3	2	Low-quality	Genome-fragment	26.13	22.34	1	temperate
V-CB4_NODE_3367_length_12018_cov_4.721631	12018	Yes	4767	23	2	3	Low-quality	Genome-fragment	3.66	60.33	1	virulent
V-CB4_NODE_3620_length_11295_cov_4.505705	11295	Yes	7228	12	2	2	Low-quality	Genome-fragment	17.65	36.01	1	-
V-CB4_NODE_3922_length_10490_cov_5.525401	10490	Yes	6978	13	2	2	Low-quality	Genome-fragment	17.66	33.48	1	-
V-CB4_NODE_3946_length_10422_cov_4.174867	10422	Yes	5897	16	2	3	Low-quality	Genome-fragment	14.25	43.42	1	virulent
V-CB4_NODE_3958_length_10405_cov_4.082397	10405	Yes	3486	14	2	4	Low-quality	Genome-fragment	7.83	66.5	1	temperate
V-CB4_NODE_4407_length_9483_cov_4.508186	9483	Yes	7210	8	1	1	Low-quality	Genome-fragment	9.12	23.97	1	-
V-CB4_NODE_4461_length_9386_cov_7.230315	9386	Yes	6638	10	1	2	Low-quality	Genome-fragment	11.17	29.28	1	-
V-CB4_NODE_4763_length_8849_cov_7.663361	8849	Yes	4924	20	3	5	Low-quality	Genome-fragment	6.88	44.36	1	-
V-CB4_NODE_4864_length_8710_cov_5.006255	8710	Yes	2999	12	2	3	Low-quality	Genome-fragment	7.66	65.57	1	filtered
V-CB4_NODE_5194_length_8191_cov_6.634582	8191	Yes	2746	9	4	3	Low-quality	Genome-fragment	6.39	66.48	1	filtered
V-CB4_NODE_5678_length_7555_cov_4.109254	7555	Yes	2698	11	2	4	Low-quality	Genome-fragment	5.98	64.29	1	filtered
V-CB4_NODE_5690_length_7538_cov_4.438949	7538	Yes	3505	9	1	2	Low-quality	Genome-fragment	7.36	53.5	1	-
V-CB4_NODE_5776_length_7452_cov_7.992678	7452	Yes	6206	10	1	1	Low-quality	Genome-fragment	9.28	16.72	1	virulent
V-CB4_NODE_5797_length_7438_cov_3.044152	7438	Yes	5208	13	3	2	Low-quality	Genome-fragment	3.52	29.98	1	-
V-CB4_NODE_5827_length_7408_cov_4.619834	7408	Yes	4206	12	2	2	Low-quality	Genome-fragment	6.92	43.22	1	virulent
V-CB4_NODE_5828_length_7407_cov_7.548840	7407	Yes	4338	11	3	3	Low-quality	Genome-fragment	5.12	41.43	1	virulent
V-CB4_NODE_5931_length_7293_cov_18.294762	7293	Yes	2408	9	2	3	Low-quality	Genome-fragment	5.81	66.98	1	filtered
